target_name	acc	target_len	query_name	acc_2	query_len	full_evalue	full_score	full_bias	dom_num	of	dom_c-Evalue	dom_i-Evalue	dom_score	dom_bias	hmm_from	hmm_to	ali_from	ali_to	env_from	env_to	acc3
ATPase	PF06745.13	231	EHFDMAAI_00004	-	944	0.027000000000000003	13.8	0.0	2	2	0.028999999999999998	23.0	4.2	0.0	16	40	635	659	626	668	0.83
NACHT	PF05729.12	166	EHFDMAAI_00004	-	944	0.031	14.2	0.1	1	2	0.012	10.0	6.0	0.1	3	20	29	46	27	183	0.77
NACHT	PF05729.12	166	EHFDMAAI_00004	-	944	0.031	14.2	0.1	2	2	0.016	13.0	5.7	0.0	2	17	640	655	639	673	0.77
APS_kinase	PF01583.20	158	EHFDMAAI_00004	-	944	0.044000000000000004	13.7	0.3	1	2	0.0085	7.0	6.5	0.0	5	21	29	45	25	59	0.78
APS_kinase	PF01583.20	158	EHFDMAAI_00004	-	944	0.044000000000000004	13.7	0.3	2	2	0.039	31.0	4.4	0.1	5	20	641	656	637	679	0.69
AAA_24	PF13479.6	197	EHFDMAAI_00004	-	944	0.049	13.4	0.3	1	3	0.040999999999999995	34.0	4.1	0.0	6	20	30	44	26	53	0.87
AAA_24	PF13479.6	197	EHFDMAAI_00004	-	944	0.049	13.4	0.3	2	3	1.6	1300.0	-1.1	0.0	110	132	531	553	523	560	0.64
AAA_24	PF13479.6	197	EHFDMAAI_00004	-	944	0.049	13.4	0.3	3	3	0.022000000000000002	18.0	5.0	0.0	5	22	641	658	638	709	0.8
Ammonium_transp	PF00909.21	399	EHFDMAAI_00005	-	438	6.399999999999998e-120	400.5	40.8	1	1	3.999999999999999e-124	7.199999999999998e-120	400.3	40.8	1	399	38	434	38	434	0.96
PP-binding	PF00550.25	67	EHFDMAAI_00006	-	79	5.0999999999999993e-08	33.1	0.2	1	1	1.2999999999999999e-11	5.7999999999999997e-08	33.0	0.2	13	67	20	74	4	74	0.8
PP-binding_2	PF14573.6	96	EHFDMAAI_00006	-	79	0.016	15.5	0.2	1	1	4.2000000000000004e-06	0.019	15.2	0.2	46	86	34	76	18	79	0.81
Chromate_transp	PF02417.15	157	EHFDMAAI_00006	-	79	0.13	12.4	0.0	1	1	3.4e-05	0.15	12.2	0.0	7	51	28	74	26	77	0.87
HTH_33	PF13592.6	60	EHFDMAAI_00006	-	79	0.17	11.6	0.1	1	2	0.0081	36.0	4.1	0.0	25	39	8	22	7	23	0.88
HTH_33	PF13592.6	60	EHFDMAAI_00006	-	79	0.17	11.6	0.1	2	2	0.0031	14.0	5.4	0.0	9	25	41	57	39	61	0.84
Phosphonate-bd	PF12974.7	243	EHFDMAAI_00007	-	296	1.1999999999999998e-60	205.2	0.0	1	1	3.7999999999999995e-64	1.3999999999999998e-60	205.0	0.0	2	243	44	280	43	280	0.97
NMT1_3	PF16868.5	289	EHFDMAAI_00007	-	296	0.00037999999999999997	20.0	0.0	1	1	2.9e-07	0.001	18.5	0.0	94	166	130	204	107	223	0.84
NMT1	PF09084.11	216	EHFDMAAI_00007	-	296	0.00084	19.3	0.0	1	1	3.2e-07	0.0012	18.9	0.0	24	145	74	203	70	250	0.71
SBP_bac_3	PF00497.20	225	EHFDMAAI_00007	-	296	0.00099	18.6	0.0	1	2	0.0027	9.8	5.5	0.0	123	177	63	117	54	128	0.8
SBP_bac_3	PF00497.20	225	EHFDMAAI_00007	-	296	0.00099	18.6	0.0	2	2	5.5e-05	0.2	11.1	0.0	88	218	130	261	124	263	0.71
PBP_like	PF12727.7	193	EHFDMAAI_00007	-	296	0.016	14.3	0.0	1	1	6.4e-06	0.023	13.8	0.0	62	189	119	246	84	250	0.76
HATPase_c	PF02518.26	112	EHFDMAAI_00008	-	644	1.6999999999999999e-19	70.3	0.1	1	1	1.9e-22	3.3999999999999997e-19	69.4	0.1	6	111	529	636	524	637	0.87
HisKA	PF00512.25	67	EHFDMAAI_00008	-	644	2.8999999999999997e-05	24.0	2.5	1	2	1.4	2600.0	-1.5	1.1	34	65	195	226	168	228	0.58
HisKA	PF00512.25	67	EHFDMAAI_00008	-	644	2.8999999999999997e-05	24.0	2.5	2	2	2.8e-08	5e-05	23.2	0.0	2	65	414	481	413	483	0.92
GAF_2	PF13185.6	138	EHFDMAAI_00008	-	644	6.4e-05	23.3	0.1	1	1	8.4e-08	0.00015	22.1	0.1	3	137	224	364	222	365	0.71
HATPase_c_5	PF14501.6	101	EHFDMAAI_00008	-	644	6.500000000000001e-05	22.8	0.1	1	1	8.6e-08	0.00015	21.6	0.1	4	96	527	631	525	636	0.74
GAF_3	PF13492.6	129	EHFDMAAI_00008	-	644	0.00016999999999999999	21.9	0.1	1	1	3.1e-07	0.00055	20.3	0.1	20	127	246	364	227	366	0.61
HATPase_c_3	PF13589.6	137	EHFDMAAI_00008	-	644	0.00033	20.5	0.1	1	1	3.8e-07	0.0006900000000000001	19.5	0.1	5	87	531	613	527	643	0.77
CdvA	PF18822.1	123	EHFDMAAI_00008	-	644	0.023	14.5	3.8	1	2	0.49	880.0	-0.3	1.0	24	51	366	393	361	407	0.63
CdvA	PF18822.1	123	EHFDMAAI_00008	-	644	0.023	14.5	3.8	2	2	1.3000000000000001e-05	0.023	14.5	0.2	28	104	401	477	394	480	0.9
DUF4381	PF14316.6	146	EHFDMAAI_00008	-	644	1.5	9.1	7.1	1	2	0.00018	0.32	11.2	0.3	21	60	16	56	9	66	0.69
DUF4381	PF14316.6	146	EHFDMAAI_00008	-	644	1.5	9.1	7.1	2	2	0.52	940.0	-0.0	1.6	30	56	148	185	140	233	0.63
DUF3347	PF11827.8	186	EHFDMAAI_00008	-	644	1.7	8.8	6.2	1	3	3.2	5700.0	-2.7	0.1	61	66	217	222	175	288	0.54
DUF3347	PF11827.8	186	EHFDMAAI_00008	-	644	1.7	8.8	6.2	2	3	0.16	280.0	1.6	1.4	68	135	365	438	355	445	0.58
DUF3347	PF11827.8	186	EHFDMAAI_00008	-	644	1.7	8.8	6.2	3	3	0.00022	0.4	10.8	0.9	26	126	398	513	374	521	0.65
DUF3365	PF11845.8	157	EHFDMAAI_00008	-	644	3.2	8.1	4.5	1	3	0.005	8.9	6.6	0.0	2	45	20	60	16	140	0.62
DUF3365	PF11845.8	157	EHFDMAAI_00008	-	644	3.2	8.1	4.5	2	3	0.6	1100.0	-0.2	0.0	18	49	166	199	148	321	0.44
DUF3365	PF11845.8	157	EHFDMAAI_00008	-	644	3.2	8.1	4.5	3	3	0.47	840.0	0.2	0.7	17	39	448	470	352	510	0.59
STAS	PF01740.21	117	EHFDMAAI_00009	-	115	0.00036	20.2	0.0	1	1	6.5e-08	0.00058	19.5	0.0	55	105	46	95	3	104	0.9
STAS_2	PF13466.6	80	EHFDMAAI_00009	-	115	0.00056	20.2	0.0	1	1	7.599999999999999e-08	0.0006799999999999999	19.9	0.0	3	78	17	90	15	91	0.88
Virulence_RhuM	PF13310.6	253	EHFDMAAI_00010	-	349	2.4999999999999996e-114	380.8	6.3	1	1	5.199999999999998e-118	3.0999999999999993e-114	380.5	6.3	1	250	74	324	74	327	0.98
HTH_Crp_2	PF13545.6	68	EHFDMAAI_00010	-	349	9.4e-05	22.3	0.2	1	3	8e-05	0.48	10.4	0.0	18	43	37	62	15	68	0.67
HTH_Crp_2	PF13545.6	68	EHFDMAAI_00010	-	349	9.4e-05	22.3	0.2	2	3	0.55	3300.0	-1.8	0.0	35	53	115	134	115	138	0.71
HTH_Crp_2	PF13545.6	68	EHFDMAAI_00010	-	349	9.4e-05	22.3	0.2	3	3	0.00037	2.2	8.3	0.0	2	31	256	284	255	285	0.77
CdiI_2	PF18593.1	91	EHFDMAAI_00010	-	349	0.1	13.2	0.6	1	3	2.2	13000.0	-3.1	0.0	24	39	72	87	58	91	0.72
CdiI_2	PF18593.1	91	EHFDMAAI_00010	-	349	0.1	13.2	0.6	2	3	0.00011	0.67	10.6	0.0	41	91	149	197	144	197	0.86
CdiI_2	PF18593.1	91	EHFDMAAI_00010	-	349	0.1	13.2	0.6	3	3	0.67	4000.0	-1.5	0.1	38	42	275	279	247	306	0.59
rve	PF00665.26	119	EHFDMAAI_00011	-	158	1.4999999999999998e-28	99.4	0.0	1	1	4.4999999999999995e-32	2e-28	99.0	0.0	10	118	2	108	1	109	0.97
rve_2	PF13333.6	52	EHFDMAAI_00011	-	158	4.5000000000000004e-14	52.4	0.1	1	1	1.7000000000000002e-17	7.400000000000001e-14	51.7	0.1	1	46	99	149	99	150	0.93
rve_3	PF13683.6	67	EHFDMAAI_00011	-	158	1.3e-13	50.5	0.0	1	1	4.8e-17	2.2e-13	49.8	0.0	5	67	84	147	80	147	0.94
DDE_Tnp_IS240	PF13610.6	140	EHFDMAAI_00011	-	158	5.9000000000000006e-08	33.0	0.0	1	1	1.6e-11	7.2e-08	32.8	0.0	7	139	3	139	2	140	0.89
HTH_Tnp_1	PF01527.20	75	EHFDMAAI_00012	-	97	1.3999999999999999e-18	66.9	1.7	1	1	2.8999999999999996e-21	2e-18	66.4	1.7	4	75	6	76	3	76	0.95
HTH_28	PF13518.6	52	EHFDMAAI_00012	-	97	0.00018	21.5	0.0	1	1	4.8e-07	0.00033	20.7	0.0	4	38	16	51	13	56	0.86
GAS	PF13851.6	200	EHFDMAAI_00012	-	97	0.00057	19.3	4.8	1	1	8.2e-07	0.00057	19.3	4.8	40	84	52	96	46	97	0.9
HTH_Tnp_1_2	PF13022.6	123	EHFDMAAI_00012	-	97	0.0011	19.1	0.2	1	1	1.8000000000000001e-06	0.0012	19.0	0.2	12	51	14	51	1	95	0.7
Terminase_5	PF06056.12	58	EHFDMAAI_00012	-	97	0.0032	17.3	0.0	1	1	7.1e-06	0.0049	16.7	0.0	14	43	26	55	12	69	0.79
DivIC	PF04977.15	80	EHFDMAAI_00012	-	97	0.0034	17.1	2.4	1	2	3.4	2400.0	-1.6	0.1	41	49	11	19	3	36	0.46
DivIC	PF04977.15	80	EHFDMAAI_00012	-	97	0.0034	17.1	2.4	2	2	5e-06	0.0034	17.1	2.4	32	61	60	88	43	94	0.69
bZIP_1	PF00170.21	64	EHFDMAAI_00012	-	97	0.004	17.2	3.7	1	2	2.2	1500.0	-0.6	0.1	26	35	8	17	2	42	0.55
bZIP_1	PF00170.21	64	EHFDMAAI_00012	-	97	0.004	17.2	3.7	2	2	5.7999999999999995e-06	0.004	17.2	3.7	35	62	61	88	58	90	0.88
Sigma70_r4_2	PF08281.12	54	EHFDMAAI_00012	-	97	0.0041	16.7	0.2	1	2	7.6e-05	0.053	13.2	0.0	26	50	25	49	16	52	0.87
Sigma70_r4_2	PF08281.12	54	EHFDMAAI_00012	-	97	0.0041	16.7	0.2	2	2	0.39	270.0	1.3	0.3	3	16	70	83	68	85	0.86
Octopine_DH	PF02317.17	150	EHFDMAAI_00012	-	97	0.0049	17.0	0.4	1	1	7.9e-06	0.0054	16.8	0.4	33	105	3	76	1	96	0.85
HTH_29	PF13551.6	63	EHFDMAAI_00012	-	97	0.0052	16.8	0.2	1	1	1.1e-05	0.0078	16.2	0.0	5	42	19	55	16	82	0.86
CC190	PF15768.5	270	EHFDMAAI_00012	-	97	0.0056	16.8	2.9	1	1	1.3000000000000001e-05	0.0092	16.1	2.9	36	72	61	97	58	97	0.94
HTH_23	PF13384.6	50	EHFDMAAI_00012	-	97	0.0081	15.9	0.2	1	2	4.4e-05	0.03	14.1	0.0	17	40	25	48	3	56	0.84
HTH_23	PF13384.6	50	EHFDMAAI_00012	-	97	0.0081	15.9	0.2	2	2	7.1	4900.0	-2.5	0.1	16	17	81	82	69	92	0.49
DUF4140	PF13600.6	98	EHFDMAAI_00012	-	97	0.018000000000000002	15.4	2.6	1	1	3.1e-05	0.022000000000000002	15.2	2.5	49	96	34	90	10	92	0.87
DUF4515	PF14988.6	206	EHFDMAAI_00012	-	97	0.019	14.8	6.9	1	1	5.6999999999999996e-05	0.039	13.8	6.9	147	184	48	87	2	92	0.73
bZIP_2	PF07716.15	54	EHFDMAAI_00012	-	97	0.023	14.8	4.3	1	2	0.53	360.0	1.3	0.2	24	39	7	22	2	25	0.82
bZIP_2	PF07716.15	54	EHFDMAAI_00012	-	97	0.023	14.8	4.3	2	2	3.3e-05	0.023	14.8	4.3	30	54	57	81	46	87	0.81
V_ATPase_I	PF01496.19	813	EHFDMAAI_00012	-	97	0.023	12.6	2.6	1	1	3.7e-05	0.026000000000000002	12.5	2.6	44	118	11	94	2	97	0.63
TnsD	PF15978.5	360	EHFDMAAI_00012	-	97	0.024	13.7	1.9	1	1	4e-05	0.027000000000000003	13.4	1.9	183	259	9	83	3	93	0.77
UPF0122	PF04297.14	101	EHFDMAAI_00012	-	97	0.028999999999999998	14.6	0.8	1	1	7.900000000000001e-05	0.054000000000000006	13.7	0.8	26	92	18	83	9	92	0.68
ZapB	PF06005.12	71	EHFDMAAI_00012	-	97	0.08	13.4	2.9	1	2	0.57	400.0	1.6	0.2	28	51	4	35	1	53	0.67
ZapB	PF06005.12	71	EHFDMAAI_00012	-	97	0.08	13.4	2.9	2	2	0.00011999999999999999	0.08	13.4	2.9	22	45	63	86	58	94	0.62
Atg14	PF10186.9	319	EHFDMAAI_00012	-	97	0.091	11.8	4.1	1	1	0.00016	0.11	11.6	4.1	33	102	5	87	2	95	0.84
Ribosomal_L29	PF00831.23	57	EHFDMAAI_00012	-	97	0.09300000000000001	12.7	7.3	1	3	6.3	4300.0	-2.2	0.1	7	19	2	14	1	22	0.5
Ribosomal_L29	PF00831.23	57	EHFDMAAI_00012	-	97	0.09300000000000001	12.7	7.3	2	3	0.02	14.0	5.7	0.0	7	40	27	61	24	66	0.81
Ribosomal_L29	PF00831.23	57	EHFDMAAI_00012	-	97	0.09300000000000001	12.7	7.3	3	3	0.0068	4.7	7.3	5.6	10	30	63	83	57	90	0.76
DUF334	PF03904.13	230	EHFDMAAI_00012	-	97	0.13	11.8	6.1	1	2	0.11	73.0	2.8	0.1	77	97	3	23	1	42	0.82
DUF334	PF03904.13	230	EHFDMAAI_00012	-	97	0.13	11.8	6.1	2	2	0.00055	0.38	10.3	3.4	36	72	52	88	32	96	0.84
UPF0184	PF03670.13	83	EHFDMAAI_00012	-	97	0.2	12.1	1.9	1	2	0.01	7.1	7.1	0.1	49	79	10	40	4	43	0.85
UPF0184	PF03670.13	83	EHFDMAAI_00012	-	97	0.2	12.1	1.9	2	2	0.059000000000000004	41.0	4.7	0.3	54	75	59	80	50	84	0.83
M	PF02370.16	21	EHFDMAAI_00012	-	97	0.27	11.9	7.6	1	1	0.0013	0.87	10.3	7.6	2	21	67	86	66	86	0.94
APG6_N	PF17675.1	133	EHFDMAAI_00012	-	97	0.34	11.4	10.5	1	1	0.0021	1.4	9.4	10.5	66	101	57	92	2	96	0.68
USP8_interact	PF08941.10	179	EHFDMAAI_00012	-	97	1.4	8.7	5.2	1	2	0.033	23.0	4.8	0.1	37	72	14	51	1	59	0.71
USP8_interact	PF08941.10	179	EHFDMAAI_00012	-	97	1.4	8.7	5.2	2	2	0.013000000000000001	8.9	6.1	1.8	10	42	58	90	52	95	0.88
Bro-N	PF02498.17	95	EHFDMAAI_00014	-	188	8.499999999999999e-24	84.1	0.0	1	2	3.0999999999999995e-27	5.5e-23	81.5	0.0	2	95	20	108	19	108	0.91
Bro-N	PF02498.17	95	EHFDMAAI_00014	-	188	8.499999999999999e-24	84.1	0.0	2	2	0.065	1200.0	0.3	0.1	20	52	135	164	132	179	0.56
Phage_pRha	PF09669.10	88	EHFDMAAI_00016	-	125	4.5999999999999995e-24	84.8	0.0	1	1	4.1e-28	7.299999999999999e-24	84.1	0.0	2	87	4	89	3	90	0.87
BstA	-	285	EHFDMAAI_00017	-	300	9.999999999999999e-109	362.7	0.0	1	1	7.099999999999999e-113	1.3e-108	362.4	0.0	1	278	10	287	10	293	0.98
Resolvase	PF00239.21	146	EHFDMAAI_00018	-	186	4.299999999999999e-38	130.7	1.9	1	1	3.3e-41	5.4e-38	130.4	1.9	1	146	3	138	3	138	0.97
HTH_7	PF02796.15	45	EHFDMAAI_00018	-	186	2.8e-08	33.7	0.0	1	1	3.7e-11	6e-08	32.6	0.0	1	44	140	182	140	183	0.95
HTH_23	PF13384.6	50	EHFDMAAI_00018	-	186	5.1e-05	22.9	0.1	1	2	5.9	9500.0	-3.4	0.1	6	16	123	135	120	137	0.53
HTH_23	PF13384.6	50	EHFDMAAI_00018	-	186	5.1e-05	22.9	0.1	2	2	8e-08	0.00013000000000000002	21.6	0.0	3	40	145	182	143	186	0.88
HTH_28	PF13518.6	52	EHFDMAAI_00018	-	186	6.7e-05	22.9	0.0	1	1	1.1e-07	0.00018	21.6	0.0	2	32	149	179	148	183	0.92
HTH_29	PF13551.6	63	EHFDMAAI_00018	-	186	0.00016999999999999999	21.5	1.1	1	3	6.1	9900.0	-3.3	0.0	4	16	88	99	87	105	0.59
HTH_29	PF13551.6	63	EHFDMAAI_00018	-	186	0.00016999999999999999	21.5	1.1	2	3	1.0	1700.0	-0.9	0.2	37	61	125	148	122	150	0.72
HTH_29	PF13551.6	63	EHFDMAAI_00018	-	186	0.00016999999999999999	21.5	1.1	3	3	3.2e-07	0.0005200000000000001	20.0	0.0	3	36	151	183	151	186	0.9
HTH_IclR	PF09339.10	52	EHFDMAAI_00018	-	186	0.0046	16.7	0.0	1	2	0.16	260.0	1.5	0.0	7	24	77	94	71	103	0.78
HTH_IclR	PF09339.10	52	EHFDMAAI_00018	-	186	0.0046	16.7	0.0	2	2	7.7e-05	0.13	12.1	0.0	8	37	152	178	151	180	0.88
