target_name	acc	target_len	query_name	acc_2	query_len	full_evalue	full_score	full_bias	dom_num	of	dom_c-Evalue	dom_i-Evalue	dom_score	dom_bias	hmm_from	hmm_to	ali_from	ali_to	env_from	env_to	acc3
DUF826	PF05696.11	65	HNAHNGBA_00027	-	188	0.036000000000000004	14.2	2.7	1	2	0.0055	16.0	5.6	1.1	18	49	36	67	15	72	0.68
DUF826	PF05696.11	65	HNAHNGBA_00027	-	188	0.036000000000000004	14.2	2.7	2	2	0.0015	4.4	7.4	0.0	5	41	131	168	130	174	0.83
ARGLU	PF15346.6	151	HNAHNGBA_00027	-	188	0.15	12.0	5.9	1	3	0.45	1300.0	-0.9	0.0	48	76	7	35	4	39	0.7
ARGLU	PF15346.6	151	HNAHNGBA_00027	-	188	0.15	12.0	5.9	2	3	0.00018	0.52	10.2	1.9	5	56	37	85	31	102	0.85
ARGLU	PF15346.6	151	HNAHNGBA_00027	-	188	0.15	12.0	5.9	3	3	0.033	99.0	2.8	0.0	32	68	135	171	123	186	0.81
DUF1654	PF07867.11	70	HNAHNGBA_00028	-	83	2.0999999999999997e-21	75.4	0.7	1	1	1.3e-25	2.4e-21	75.2	0.7	2	68	14	80	13	82	0.97
UPF0547	PF10571.9	26	HNAHNGBA_00029	-	190	0.0006900000000000001	19.6	5.8	1	1	4.5e-07	0.0011	18.9	5.8	3	21	81	99	79	99	0.96
zf-ribbon_3	PF13248.6	26	HNAHNGBA_00029	-	190	0.0009599999999999999	18.5	1.7	1	1	5.6e-07	0.0014	17.9	1.7	2	25	78	101	77	102	0.93
DZR	PF12773.7	49	HNAHNGBA_00029	-	190	0.0032	17.5	1.1	1	1	1.8000000000000001e-06	0.0046	17.0	1.1	1	27	81	107	81	126	0.84
SPOR	PF05036.13	76	HNAHNGBA_00029	-	190	0.038	14.4	0.0	1	1	2.7000000000000002e-05	0.069	13.5	0.0	48	74	149	176	149	178	0.84
Phage_holin_3_6	PF07332.11	113	HNAHNGBA_00029	-	190	0.19	11.8	3.7	1	1	0.00011999999999999999	0.3	11.1	3.7	37	91	5	68	2	79	0.73
DUF3959	PF13105.6	240	HNAHNGBA_00029	-	190	0.25	10.8	1.6	1	1	0.00013000000000000002	0.32	10.5	1.6	90	158	4	70	1	78	0.79
Gram_pos_anchor	PF00746.21	43	HNAHNGBA_00029	-	190	2.2	8.3	4.6	1	2	0.14	370.0	1.2	2.0	21	33	9	21	4	26	0.8
Gram_pos_anchor	PF00746.21	43	HNAHNGBA_00029	-	190	2.2	8.3	4.6	2	2	0.0016	4.1	7.4	0.0	19	39	44	65	40	68	0.5
BstA	-	285	HNAHNGBA_00030	-	304	1.6999999999999998e-110	368.5	0.1	1	1	2.1999999999999994e-114	1.8999999999999996e-110	368.3	0.1	1	282	12	294	12	297	0.96
Phage_CII	PF05269.11	91	HNAHNGBA_00030	-	304	0.14	12.4	0.0	1	1	3.3e-05	0.29	11.4	0.0	6	48	21	64	15	72	0.87
BRCT	PF00533.26	79	HNAHNGBA_00032	-	214	0.0089	16.4	0.0	1	2	0.69	12000.0	-3.3	0.0	15	36	78	99	74	109	0.69
BRCT	PF00533.26	79	HNAHNGBA_00032	-	214	0.0089	16.4	0.0	2	2	1.2e-06	0.022000000000000002	15.2	0.0	8	54	129	182	124	195	0.82
GrpE	PF01025.19	166	HNAHNGBA_00033	-	69	0.0038	16.9	0.3	1	1	4.4e-07	0.0039	16.9	0.3	34	86	9	63	3	69	0.86
Dynactin	PF12455.8	286	HNAHNGBA_00033	-	69	0.086	12.1	0.0	1	1	1.1e-05	0.098	11.9	0.0	189	234	13	58	7	65	0.92
Peptidase_S24	PF00717.23	70	HNAHNGBA_00034	-	221	1.5e-13	50.5	0.0	1	1	1.5e-16	2.1e-13	50.0	0.0	1	67	133	203	133	206	0.92
HTH_3	PF01381.22	55	HNAHNGBA_00034	-	221	2.6000000000000002e-12	46.6	0.0	1	1	2.9e-15	4.1e-12	46.0	0.0	1	55	7	60	7	60	0.96
HTH_19	PF12844.7	65	HNAHNGBA_00034	-	221	1.7e-10	40.7	0.0	1	1	2.5e-13	3.4e-10	39.8	0.0	3	59	6	60	5	65	0.93
HTH_31	PF13560.6	64	HNAHNGBA_00034	-	221	2e-09	37.7	0.6	1	1	4e-12	5.5000000000000004e-09	36.3	0.6	4	57	5	56	2	63	0.9
HTH_37	PF13744.6	80	HNAHNGBA_00034	-	221	0.00022999999999999998	21.0	0.1	1	1	2.7e-07	0.00037999999999999997	20.4	0.1	23	56	7	40	3	56	0.9
HTH_26	PF13443.6	63	HNAHNGBA_00034	-	221	0.0034	17.8	0.1	1	1	5.400000000000001e-06	0.0074	16.7	0.1	2	52	7	55	6	58	0.89
YdaS_antitoxin	PF15943.5	65	HNAHNGBA_00034	-	221	0.0038	17.1	0.2	1	1	9e-06	0.012	15.4	0.2	10	47	17	53	12	64	0.84
Phage_CI_repr	PF07022.13	65	HNAHNGBA_00034	-	221	0.016	15.3	0.0	1	1	2e-05	0.027000000000000003	14.5	0.0	14	59	17	62	6	68	0.91
HTH_25	PF13413.6	62	HNAHNGBA_00034	-	221	0.02	14.7	0.3	1	1	2.4e-05	0.034	14.0	0.3	1	37	6	42	6	49	0.94
HTH_24	PF13412.6	48	HNAHNGBA_00034	-	221	0.065	12.8	0.1	1	2	0.0002	0.27	10.8	0.1	9	35	7	33	7	34	0.89
HTH_24	PF13412.6	48	HNAHNGBA_00034	-	221	0.065	12.8	0.1	2	2	1.4	1900.0	-1.5	0.0	22	31	48	57	41	58	0.84
HTH_23	PF13384.6	50	HNAHNGBA_00034	-	221	0.075	12.8	0.5	1	2	0.0054	7.5	6.5	0.2	5	36	4	34	1	38	0.88
HTH_23	PF13384.6	50	HNAHNGBA_00034	-	221	0.075	12.8	0.5	2	2	0.027000000000000003	37.0	4.3	0.0	21	35	47	61	44	64	0.83
Ntox30	PF15532.6	103	HNAHNGBA_00034	-	221	0.16	12.3	0.0	1	1	0.00025	0.34	11.3	0.0	4	63	96	154	93	181	0.87
MqsA_antitoxin	PF15731.5	131	HNAHNGBA_00034	-	221	0.2	11.8	0.0	1	1	0.00023999999999999998	0.33	11.1	0.0	75	116	8	49	3	53	0.92
YdaS_antitoxin	PF15943.5	65	HNAHNGBA_00035	-	71	2.8000000000000003e-09	36.7	0.0	1	1	1.2e-12	3.2e-09	36.5	0.0	5	64	9	68	6	69	0.95
P22_Cro	PF14549.6	60	HNAHNGBA_00035	-	71	1.3e-06	28.1	0.1	1	1	8.800000000000001e-10	2.3e-06	27.4	0.1	4	52	7	58	5	64	0.85
HTH_3	PF01381.22	55	HNAHNGBA_00035	-	71	0.00049	20.1	0.0	1	1	2.4e-07	0.00061	19.8	0.0	11	34	14	37	13	50	0.89
HTH_28	PF13518.6	52	HNAHNGBA_00035	-	71	0.013999999999999999	15.5	0.0	1	1	1.1e-05	0.027000000000000003	14.6	0.0	14	34	14	34	11	35	0.94
HTH_19	PF12844.7	65	HNAHNGBA_00035	-	71	0.047	13.7	0.0	1	1	2.2e-05	0.057	13.4	0.0	12	51	12	49	3	51	0.81
HTH_31	PF13560.6	64	HNAHNGBA_00035	-	71	0.057	13.8	0.1	1	1	3.1e-05	0.078	13.3	0.1	16	44	14	41	14	52	0.85
HTH_23	PF13384.6	50	HNAHNGBA_00035	-	71	0.081	12.7	0.1	1	1	5.5e-05	0.14	12.0	0.0	19	40	14	35	8	43	0.88
Bro-N	PF02498.17	95	HNAHNGBA_00037	-	283	3.5000000000000005e-22	78.9	0.0	1	1	4.4e-26	7.900000000000001e-22	77.8	0.0	2	95	40	121	39	121	0.92
DUF2267	PF10025.9	122	HNAHNGBA_00039	-	266	0.025	14.8	5.0	1	2	7.9e-06	0.071	13.4	1.0	21	92	16	89	4	119	0.79
DUF2267	PF10025.9	122	HNAHNGBA_00039	-	266	0.025	14.8	5.0	2	2	0.018000000000000002	160.0	2.5	0.3	68	101	131	170	102	185	0.71
Atg14	PF10186.9	319	HNAHNGBA_00039	-	266	0.16	11.0	0.2	1	1	2.4e-05	0.22	10.6	0.2	80	168	158	259	138	264	0.8
DUF4201	PF13870.6	177	HNAHNGBA_00040	-	126	0.0007700000000000001	19.2	0.2	1	1	3.6e-07	0.0013	18.5	0.1	45	91	75	121	39	125	0.91
Cep57_CLD_2	PF14197.6	67	HNAHNGBA_00040	-	126	0.0072	16.4	8.4	1	2	2.1e-05	0.07400000000000001	13.2	6.3	24	61	51	88	25	91	0.85
Cep57_CLD_2	PF14197.6	67	HNAHNGBA_00040	-	126	0.0072	16.4	8.4	2	2	0.011000000000000001	39.0	4.4	0.1	40	62	88	110	86	114	0.85
PV-1	PF06637.11	440	HNAHNGBA_00040	-	126	0.015	14.2	0.7	1	1	4.5e-06	0.016	14.0	0.7	249	339	7	101	1	115	0.85
JIP_LZII	PF16471.5	71	HNAHNGBA_00040	-	126	0.023	14.9	1.6	1	1	1.1e-05	0.039	14.1	1.6	9	62	48	101	39	110	0.86
YabA	PF06156.13	102	HNAHNGBA_00040	-	126	0.027000000000000003	15.1	1.0	1	1	7.8e-05	0.28	11.8	0.9	28	73	64	109	23	116	0.79
DUF1367	PF07105.11	196	HNAHNGBA_00041	-	195	4.999999999999999e-80	267.8	0.0	1	1	3.0999999999999996e-84	5.599999999999998e-80	267.7	0.0	1	195	1	193	1	194	0.99
NinG	PF05766.12	186	HNAHNGBA_00043	-	202	8.8e-60	201.8	8.4	1	1	5.699999999999999e-64	1e-59	201.6	8.4	2	186	5	191	4	191	0.96
Phage_antiter_Q	PF06323.11	222	HNAHNGBA_00045	-	228	0.033	13.7	0.1	1	1	2.2e-06	0.04	13.5	0.1	89	217	96	224	65	228	0.78
Phage_holin_8	PF16931.5	123	HNAHNGBA_00046	-	107	0.0057	16.6	6.3	1	1	1.1e-06	0.01	15.8	5.9	27	82	14	69	1	96	0.85
DUF2062	PF09835.9	148	HNAHNGBA_00046	-	107	0.045	13.6	3.4	1	1	4.9000000000000005e-06	0.044000000000000004	13.6	2.6	9	72	29	92	21	101	0.83
CoatB	PF10389.9	46	HNAHNGBA_00047	-	90	0.065	13.1	2.5	1	2	5.9e-05	0.53	10.2	0.4	28	45	14	31	5	32	0.85
CoatB	PF10389.9	46	HNAHNGBA_00047	-	90	0.065	13.1	2.5	2	2	0.015	130.0	2.5	0.1	35	44	73	82	66	83	0.85
L6_membrane	PF05805.12	191	HNAHNGBA_00047	-	90	1.3	8.6	4.9	1	2	0.00014	1.3	8.6	1.9	86	108	2	24	1	27	0.92
L6_membrane	PF05805.12	191	HNAHNGBA_00047	-	90	1.3	8.6	4.9	2	2	0.026000000000000002	230.0	1.2	0.1	85	109	38	61	33	81	0.75
Barwin	PF00967.17	119	HNAHNGBA_00049	-	95	0.025	14.4	0.0	1	1	3.4e-06	0.031	14.1	0.0	58	111	18	78	4	83	0.78
Phosphodiest	PF01663.22	357	HNAHNGBA_00049	-	95	0.099	12.2	0.1	1	1	1.1e-05	0.1	12.2	0.1	185	238	38	88	33	95	0.81
DUF2280	PF10045.9	103	HNAHNGBA_00052	-	153	6.199999999999999e-49	164.6	0.5	1	1	2e-52	9e-49	164.0	0.5	1	102	1	102	1	103	0.99
Ribosomal_L9_C	PF03948.14	86	HNAHNGBA_00052	-	153	0.0098	16.3	0.0	1	2	5.6e-06	0.025	15.0	0.0	33	65	21	53	21	57	0.94
Ribosomal_L9_C	PF03948.14	86	HNAHNGBA_00052	-	153	0.0098	16.3	0.0	2	2	2.5	11000.0	-3.1	0.0	38	38	109	109	95	122	0.5
IGR	PF09597.10	55	HNAHNGBA_00052	-	153	0.015	15.4	0.1	1	1	5.6e-06	0.025	14.7	0.1	19	52	57	92	40	94	0.85
Vault	PF01505.18	42	HNAHNGBA_00052	-	153	0.14	12.4	0.2	1	2	0.15	690.0	0.5	0.0	7	20	9	22	4	41	0.73
Vault	PF01505.18	42	HNAHNGBA_00052	-	153	0.14	12.4	0.2	2	2	0.00025	1.1	9.5	0.1	5	23	80	121	80	128	0.62
Terminase_6	PF03237.15	215	HNAHNGBA_00053	-	433	2.8999999999999997e-27	95.7	0.0	1	1	6.799999999999999e-31	4.1e-27	95.3	0.0	2	209	21	232	20	237	0.9
Terminase_6C	PF17289.2	155	HNAHNGBA_00053	-	433	0.00023999999999999998	21.2	0.0	1	1	6.099999999999999e-08	0.00037	20.6	0.0	1	153	253	415	253	417	0.83
Hydrolase_3	PF08282.12	255	HNAHNGBA_00053	-	433	0.51	10.0	1.3	1	2	0.11	650.0	-0.1	0.0	26	45	79	98	77	106	0.88
Hydrolase_3	PF08282.12	255	HNAHNGBA_00053	-	433	0.51	10.0	1.3	2	2	0.00037999999999999997	2.3	7.9	0.4	212	238	329	355	328	362	0.89
DUF4055	PF13264.6	135	HNAHNGBA_00054	-	472	4.1e-39	133.8	0.0	1	1	3.9e-43	6.999999999999999e-39	133.1	0.0	1	135	245	384	245	384	0.97
Phage_Mu_F	PF04233.14	112	HNAHNGBA_00055	-	361	3.4e-10	40.7	0.1	1	1	3.1999999999999996e-14	5.7e-10	39.9	0.1	3	111	153	264	151	265	0.91
CLZ	PF16526.5	71	HNAHNGBA_00057	-	242	0.086	13.2	0.8	1	3	0.0007599999999999999	6.8	7.1	0.0	33	63	19	49	3	56	0.86
CLZ	PF16526.5	71	HNAHNGBA_00057	-	242	0.086	13.2	0.8	2	3	0.017	150.0	2.8	0.1	41	69	85	113	62	115	0.84
CLZ	PF16526.5	71	HNAHNGBA_00057	-	242	0.086	13.2	0.8	3	3	0.22	1900.0	-0.7	0.0	3	14	166	177	165	188	0.88
CobW_C	PF07683.14	94	HNAHNGBA_00057	-	242	0.13	12.2	0.0	1	1	3.4e-05	0.3	11.0	0.0	27	57	144	174	124	207	0.83
HALZ	PF02183.18	43	HNAHNGBA_00059	-	197	0.00042	20.5	1.1	1	4	0.011000000000000001	100.0	3.2	0.0	24	34	76	86	74	90	0.85
HALZ	PF02183.18	43	HNAHNGBA_00059	-	197	0.00042	20.5	1.1	2	4	1.5	13000.0	-3.5	0.0	14	18	116	120	115	121	0.67
HALZ	PF02183.18	43	HNAHNGBA_00059	-	197	0.00042	20.5	1.1	3	4	3.6000000000000003e-06	0.032	14.4	0.1	16	40	128	152	127	155	0.93
HALZ	PF02183.18	43	HNAHNGBA_00059	-	197	0.00042	20.5	1.1	4	4	1.2	11000.0	-3.2	0.0	10	15	167	172	164	173	0.53
TMF_TATA_bd	PF12325.8	115	HNAHNGBA_00059	-	197	0.12	12.6	0.5	1	2	0.2	1800.0	-0.9	0.0	38	51	76	92	70	105	0.47
TMF_TATA_bd	PF12325.8	115	HNAHNGBA_00059	-	197	0.12	12.6	0.5	2	2	6.3e-05	0.56	10.4	0.1	29	77	127	175	113	197	0.6
